gene_symbol	GSM1151233	GSM1151236	GSM1151243	GSM1151239	GSM1151232	GSM1151241	GSM1151237	GSM1151240	GSM1151244	GSM1151242	GSM1151235	GSM1151238	GSM1151234	GSM1151245
Pkp3	6.83203125	6.61328125	6.57421875	6.35546875	6.578125	6.66015625	6.5078125	6.7734375	6.484375	6.9921875	6.83203125	6.765625	6.50390625	6.41796875
Pkp4	8.8671875	9.4296875	9.3359375	9.4296875	9.140625	9.1953125	9.0078125	8.546875	9.359375	8.7890625	8.640625	8.96875	8.828125	9.046875
Pla1a	7.796875	8.25	7.92578125	8.3828125	8.21875	7.86328125	8.7265625	7.3203125	7.93359375	7.5	8.734375	8.09375	8.0390625	7.8125
Pla2g10	6.19921875	6.234375	5.70703125	5.99609375	5.66796875	5.83984375	6.171875	5.984375	5.84375	6.24609375	6.1953125	6.0703125	5.98046875	5.86328125
Pla2g12a	6.734375	6.89453125	6.76953125	6.7578125	6.9375	6.796875	6.5859375	6.859375	6.75	7.0234375	6.6171875	6.62109375	6.8125	6.62890625
Pla2g12b	4.71484375	4.71484375	4.64453125	4.515625	4.375	4.61328125	4.55859375	4.64453125	4.65234375	5.62890625	4.87890625	4.62109375	4.3828125	4.46875
Pla2g15	7.71484375	7.96484375	8.0	8.09375	7.86328125	7.8828125	8.09375	7.91796875	7.94140625	7.62890625	7.86328125	7.88671875	8.0546875	8.3828125
Pla2g16	7.23046875	6.7421875	7.0078125	7.00390625	6.64453125	6.984375	7.109375	7.546875	7.07421875	7.4296875	6.96875	6.90234375	7.0390625	7.5546875
Pla2g1b	12.9609375	12.703125	12.7578125	12.375	12.84375	12.8515625	12.5546875	13.1328125	12.8203125	13.1015625	12.8046875	12.8828125	12.8046875	12.5625
Pla2g2a	4.68359375	4.5703125	4.58203125	4.67578125	4.68359375	4.7578125	4.58203125	4.54296875	4.44921875	4.921875	4.8671875	4.6953125	4.6953125	4.62109375
Pla2g2c	5.53125	5.76171875	5.69140625	5.59765625	5.3671875	5.4453125	5.546875	5.39453125	5.5625	5.60546875	5.54296875	5.515625	5.06640625	5.56640625
Pla2g2d	8.390625	7.79296875	7.859375	7.86328125	7.84375	7.953125	8.0703125	8.0625	7.578125	8.1953125	7.35546875	8.2109375	8.8828125	8.984375
Pla2g2e	5.953125	5.8671875	5.93359375	5.9921875	5.76953125	5.80859375	6.17578125	5.94921875	5.76953125	5.84375	6.4296875	6.08203125	5.8828125	5.94140625
Pla2g2f	7.828125	8.734375	8.5625	8.90625	8.234375	8.0390625	8.1640625	7.75390625	8.15625	7.52734375	7.9140625	7.9921875	8.34375	8.0625
Pla2g3	5.08203125	5.296875	5.18359375	5.17578125	5.20703125	5.25390625	5.1640625	5.09375	5.06640625	5.40234375	5.2109375	5.0625	5.27734375	5.0546875
Pla2g4a	7.25390625	6.515625	6.67578125	7.14453125	7.50390625	6.82421875	7.38671875	7.1328125	7.03515625	6.02734375	7.75390625	6.98828125	7.609375	7.640625
Pla2g4c	4.46484375	4.18359375	3.908203125	3.986328125	4.03515625	3.958984375	3.98828125	4.27734375	4.23046875	4.37890625	4.21484375	4.05078125	4.12109375	4.09765625
Pla2g4d	4.28125	4.21484375	4.16015625	4.04296875	4.015625	4.15234375	4.16796875	4.21875	4.16796875	4.3515625	4.109375	4.2421875	4.109375	4.02734375
Pla2g4e	4.5703125	4.76953125	4.5703125	4.52734375	4.51953125	4.32421875	4.546875	4.55078125	4.60546875	4.53125	4.4921875	4.66015625	4.6171875	4.61328125
Pla2g4f	4.46484375	4.29296875	4.33203125	4.31640625	4.12890625	4.5078125	4.3046875	4.453125	4.26171875	4.37890625	4.65625	4.3359375	4.23046875	4.34375
Pla2g5	5.15625	5.4453125	5.20703125	5.24609375	4.890625	5.24609375	5.484375	5.1796875	5.0546875	5.29296875	5.40234375	5.3125	5.27734375	5.14453125
Pla2g6	7.81640625	8.2578125	8.3828125	8.1015625	8.0078125	7.9609375	8.0390625	7.921875	8.15625	8.109375	7.953125	7.9921875	8.0078125	7.7578125
Pla2g7	8.9765625	9.0234375	8.578125	9.078125	9.4375	8.875	9.4296875	8.9140625	8.2265625	8.859375	9.3671875	9.3125	9.3984375	10.2421875
Pla2r1	6.71484375	6.69921875	6.46875	6.59765625	7.00390625	6.7265625	7.1875	5.921875	6.66015625	6.25	7.01171875	6.72265625	7.16796875	6.703125
Plaa	8.4453125	8.515625	8.484375	8.640625	8.6484375	8.546875	8.3984375	8.796875	8.4765625	8.3125	8.40625	8.34375	8.4609375	8.8359375
Plac1	4.12109375	4.23828125	4.29296875	4.3515625	4.08203125	4.1875	4.14453125	4.37109375	4.26171875	4.48046875	4.4453125	4.234375	4.1640625	4.109375
Plac8	6.31640625	6.46875	5.6015625	6.41796875	6.14453125	6.125	6.4453125	6.95703125	6.32421875	8.1015625	6.9296875	6.171875	5.83984375	7.984375
Plac8l1	4.03515625	3.83203125	3.8203125	3.7109375	3.6796875	3.861328125	3.97265625	4.3125	3.96484375	3.97265625	3.919921875	3.986328125	3.6796875	3.861328125
Plac9b	9.7734375	9.583333333333334	9.559895833333334	9.916666666666666	10.036458333333334	9.502604166666666	10.4375	9.002604166666666	10.4296875	8.9765625	10.549479166666666	10.067708333333334	10.614583333333334	9.518229166666666
Plag1	6.20703125	6.6953125	6.73828125	6.50390625	6.83984375	6.69921875	6.30078125	6.0703125	6.51953125	6.26171875	6.375	6.40234375	6.3046875	6.08984375
Plagl1	7.9296875	7.609375	7.8203125	7.76171875	7.97265625	7.86328125	7.87109375	7.97265625	7.9609375	7.984375	7.76953125	7.7734375	7.83984375	7.671875
Plagl2	6.859375	6.91015625	6.80078125	6.953125	6.91015625	6.828125	6.9609375	7.0703125	7.03515625	6.57421875	7.046875	6.90234375	6.95703125	7.45703125
Plat	8.234375	7.4765625	7.796875	8.2421875	8.21875	8.0	8.3203125	8.0078125	8.3203125	7.125	8.2421875	8.0234375	8.3125	8.234375
Platr25	3.9375	3.990234375	4.01171875	4.06640625	4.078125	4.44140625	4.09375	3.65625	3.8203125	3.671875	3.90234375	3.884765625	4.31640625	3.873046875
Platr26	4.76171875	4.75390625	4.88671875	4.59765625	4.5859375	4.7578125	4.62109375	4.56640625	4.65625	4.56640625	4.74609375	4.78515625	4.5	4.515625
Platr28	3.68359375	3.76953125	3.802734375	3.771484375	3.65625	3.78125	3.623046875	3.771484375	3.654296875	3.759765625	3.81640625	3.798828125	3.6015625	3.7421875
Platr8	3.16015625	3.1796875	3.0703125	3.017578125	3.27734375	3.06640625	2.99609375	3.32421875	3.10546875	3.240234375	3.32421875	3.2265625	3.16796875	3.0390625
Plau	8.6953125	8.71875	8.515625	9.25	8.828125	8.6171875	9.4453125	8.359375	8.6484375	7.57421875	9.0390625	9.0703125	8.5234375	8.9296875
Plaur	7.95703125	6.546875	6.6015625	7.12109375	7.6953125	6.86328125	6.8125	7.046875	7.20703125	6.4765625	7.18359375	7.0859375	7.5625	8.0859375
Plb1	5.381975446428571	5.440848214285714	5.33203125	5.265345982142857	5.150948660714286	5.333426339285714	5.416015625	5.413504464285714	5.256417410714286	5.491908482142857	5.454520089285714	5.334542410714286	5.301897321428571	5.259765625
Plbd1	8.9765625	7.5859375	8.265625	7.953125	7.6171875	7.9140625	7.8515625	9.2734375	8.9140625	7.5390625	8.0546875	9.2890625	7.859375	10.3125
Plbd2	8.5078125	7.83984375	8.1171875	7.99609375	8.1796875	8.3203125	8.21875	8.7109375	8.1796875	8.578125	8.3125	8.3828125	8.25	8.359375
Plcb1	7.12890625	7.1328125	7.234375	7.05859375	7.125	7.42578125	6.98828125	7.0078125	7.1796875	7.453125	7.0234375	7.265625	7.01171875	6.96875
Plcb2	6.0859375	5.68359375	5.37890625	5.73046875	5.30078125	5.65625	5.6796875	7.00390625	6.34765625	5.36328125	5.60546875	6.375	5.67578125	7.79296875
Plcb3	8.0546875	8.0625	7.9921875	8.046875	8.078125	8.2421875	8.015625	7.71484375	8.15625	8.1875	8.0234375	8.078125	8.265625	7.8984375
Plcb4	7.87890625	8.15625	8.375	8.109375	8.2890625	8.328125	8.078125	8.078125	8.3203125	7.75	7.921875	7.84765625	8.09375	8.375
Plcd1	7.83984375	7.3828125	7.2265625	7.46484375	8.1875	7.203125	7.6171875	7.38671875	7.6953125	7.328125	8.3515625	7.59375	8.1953125	7.43359375
Plcd3	7.19140625	6.8046875	6.7578125	6.94921875	7.21875	6.98828125	7.28515625	6.74609375	7.12109375	7.14453125	7.48828125	7.18359375	7.15625	7.078125
Plcd4	5.01953125	4.9609375	4.875	4.73046875	5.04296875	4.7109375	4.87109375	4.9609375	4.90234375	4.83984375	5.21875	5.1015625	5.21484375	4.83203125
Plce1	7.80859375	7.59375	7.57421875	7.85546875	7.83984375	7.82421875	7.96484375	7.2109375	8.2265625	6.49609375	8.03125	7.42578125	8.03125	7.8125
Plcg1	7.859375	8.1015625	7.984375	8.28125	8.109375	8.0234375	8.015625	7.70703125	8.09375	7.59375	7.921875	8.0078125	8.140625	8.265625
Plcg2	6.83984375	6.59375	6.7890625	6.69921875	6.4765625	6.421875	6.41796875	7.41015625	7.10546875	6.4921875	6.45703125	7.234375	6.68359375	8.328125
Plch1	5.96875	6.70703125	6.45703125	6.5546875	6.39453125	6.08984375	5.90234375	5.60546875	5.83984375	6.125	5.95703125	5.9765625	6.171875	5.65234375
Plch2	5.8671875	6.0234375	5.73828125	5.83984375	5.53515625	5.8828125	5.89453125	5.84375	5.7421875	5.859375	5.9765625	5.83984375	5.83203125	5.76953125
Plcl1	6.37890625	6.234375	6.75	6.4609375	6.50390625	6.43359375	6.421875	6.65234375	6.578125	6.35546875	6.43359375	6.515625	6.60546875	6.30078125
Plcl2	7.40625	7.4609375	7.3515625	7.46484375	7.41796875	7.4375	7.49609375	7.4765625	7.30859375	7.390625	7.44140625	7.51171875	7.421875	7.88671875
Plcxd1	6.21875	6.2734375	5.8515625	5.90625	5.84375	5.6484375	6.0859375	5.95703125	5.80859375	5.94921875	6.109375	5.98828125	5.86328125	5.6875
Plcxd2	6.921875	7.56640625	7.32421875	7.5390625	7.42578125	7.8984375	7.43359375	6.91015625	7.28515625	7.421875	7.10546875	7.3984375	7.2421875	6.94921875
Plcxd3	7.10546875	7.58203125	7.80078125	7.73828125	7.91015625	7.66015625	7.5859375	7.1328125	7.8125	6.85546875	7.4609375	7.41015625	7.79296875	7.5
Plcz1	4.1171875	3.845703125	3.91796875	3.724609375	3.564453125	3.67578125	3.7265625	3.810546875	3.615234375	3.833984375	3.861328125	3.7578125	3.744140625	3.79296875
Pld1	8.2109375	7.83203125	7.7109375	7.83203125	7.984375	8.046875	8.140625	8.4609375	8.3984375	7.6328125	8.015625	8.125	8.078125	8.7890625
Pld2	7.51953125	7.40234375	7.373046875	7.46484375	7.48046875	7.400390625	7.591796875	7.4609375	7.421875	7.30078125	7.80859375	7.5078125	7.71484375	7.509765625
Pld3	9.3046875	9.5703125	9.4609375	9.2890625	9.515625	9.46875	9.4453125	9.8125	9.484375	9.6015625	9.40625	9.453125	9.6484375	9.359375
Pld4	8.6796875	8.015625	8.4609375	8.3828125	8.28125	8.5703125	8.3828125	9.1484375	8.6015625	8.5546875	8.7265625	8.9296875	8.640625	10.125
Pld5	4.953125	4.85546875	4.87109375	4.70703125	4.73046875	4.671875	4.9296875	4.95703125	4.9609375	5.1953125	4.93359375	4.96484375	4.86328125	5.0546875
Pld6	6.55859375	6.5546875	6.47265625	6.41796875	6.43359375	6.43359375	6.63671875	6.49609375	6.50390625	6.703125	6.65234375	6.55859375	6.1875	6.3359375
Pldi	5.0625	4.7109375	4.875	4.85546875	4.63671875	4.76953125	4.8203125	4.83984375	4.80078125	4.75	4.84375	4.94140625	4.6953125	4.78515625
Plec	7.34765625	7.23046875	7.28125	7.328125	7.5	7.453125	7.375	7.03125	7.64453125	7.2890625	7.5859375	7.296875	7.6875	7.4453125
Plek	9.8671875	8.5546875	9.1171875	10.0546875	10.1015625	9.8828125	9.65625	9.7578125	9.171875	9.421875	9.609375	10.0078125	9.7421875	10.5390625
Plek2	6.31640625	6.01953125	5.953125	5.8125	6.58984375	6.2109375	5.703125	6.20703125	6.3359375	6.7265625	6.17578125	6.33203125	6.01953125	6.05078125
Plekha1	8.109375	8.375	8.28125	8.2890625	8.4296875	8.4765625	8.453125	8.3515625	8.609375	8.3515625	8.1640625	8.4921875	8.421875	8.484375
Plekha2	7.58984375	7.8671875	7.72265625	7.9453125	7.76171875	7.6640625	7.55859375	7.7265625	8.0	7.1484375	7.5703125	7.8046875	7.75	8.703125
Plekha3	9.453125	9.6171875	9.515625	9.6640625	9.703125	9.5234375	9.703125	9.5546875	9.8671875	9.265625	9.484375	9.5078125	9.546875	10.046875
Plekha4	6.421875	6.41015625	6.27734375	6.40625	6.33203125	6.44140625	6.3515625	6.171875	6.28515625	6.453125	6.52734375	6.18359375	6.578125	6.0546875
Plekha5	7.4375	7.7265625	7.6171875	7.57421875	7.6953125	7.69921875	7.52734375	7.1484375	7.84375	7.10546875	7.4375	7.6015625	7.5	7.703125
Plekha6	7.64453125	8.0703125	8.03125	8.140625	7.859375	8.0625	7.9140625	7.5703125	8.046875	7.50390625	7.453125	7.765625	7.91796875	7.58984375
Plekha7	5.9296875	6.0546875	6.05078125	5.97265625	6.265625	6.296875	6.1171875	5.8828125	6.13671875	6.05859375	6.203125	6.10546875	6.21484375	5.94921875
Plekha8	6.4296875	6.58203125	6.578125	6.48828125	6.421875	6.56640625	6.35546875	6.33984375	6.53515625	6.53515625	5.875	6.28515625	6.47265625	6.41796875
Plekhb1	7.9296875	7.3828125	7.5390625	7.125	7.66796875	7.61328125	7.72265625	8.1171875	7.87890625	8.0390625	7.41015625	7.84765625	7.83984375	7.39453125
Plekhb2	9.203125	9.625	9.0078125	9.3515625	9.4609375	9.21875	9.6875	8.84375	9.34375	8.53125	9.6328125	9.0625	9.78125	9.3984375
Plekhd1	4.56640625	4.390625	4.30078125	4.43359375	4.10546875	4.39453125	4.37109375	4.2421875	4.25	4.5390625	4.32421875	4.20703125	4.1875	4.3046875
Plekhd1os	4.66796875	4.76171875	4.56640625	4.6875	4.28125	4.44921875	4.7265625	4.89453125	4.640625	4.7421875	4.84375	4.77734375	4.43359375	4.57421875
Plekhf1	7.8046875	7.140625	7.3203125	7.33984375	7.6875	7.62109375	8.1484375	7.52734375	7.49609375	7.359375	7.7890625	7.72265625	7.87890625	7.51953125
Plekhf2	7.55859375	7.23828125	7.33203125	7.2890625	7.4765625	7.35546875	7.328125	7.53515625	7.5234375	7.35546875	7.47265625	7.5625	7.5859375	8.1796875
Plekhg1	6.76171875	6.359375	6.58984375	6.90625	6.796875	6.7890625	6.83203125	6.64453125	7.1171875	6.265625	6.4375	6.72265625	6.87109375	7.3359375
Plekhg2	6.921875	6.4140625	6.6796875	6.79296875	6.57421875	6.75390625	6.91015625	6.7734375	6.9453125	6.703125	6.78515625	6.88671875	6.7734375	7.01171875
Plekhg3	7.67578125	7.92578125	7.98828125	8.0703125	8.0625	8.171875	7.890625	7.58203125	8.1796875	7.890625	8.0	8.0	8.0	7.7265625
Plekhg4	5.3046875	5.171875	5.0703125	5.01171875	4.97265625	5.03125	5.1015625	5.25	5.01953125	5.203125	5.14453125	5.08203125	5.12109375	4.9609375
Plekhg5	7.16796875	7.171875	7.2265625	7.7890625	7.44921875	7.48828125	7.53515625	6.9375	7.16796875	7.00390625	7.578125	7.4375	7.60546875	7.2890625
Plekhg6	5.38671875	5.53125	5.34375	5.37109375	5.265625	5.26953125	5.44921875	5.3046875	5.34765625	5.8203125	5.3125	5.52734375	5.3828125	5.16796875
Plekhh1	5.78125	6.140625	6.203125	5.87109375	6.1328125	5.8671875	5.4921875	5.82421875	5.90625	6.52734375	5.64453125	5.95703125	5.80859375	5.62109375
Plekhh2	7.69140625	7.66796875	7.7734375	7.66015625	8.078125	7.8984375	8.2890625	7.3515625	7.79296875	6.98828125	8.1171875	7.80859375	8.4140625	7.4140625
Plekhh3	6.20703125	6.390625	6.359375	6.484375	6.18359375	6.1796875	6.29296875	5.9921875	6.30078125	6.37109375	6.58203125	6.36328125	6.05078125	6.078125
Plekhj1	7.0390625	6.94921875	6.58984375	6.80078125	6.921875	6.72265625	6.65234375	7.1015625	6.8359375	6.96875	6.78515625	6.6796875	6.765625	6.9765625
Plekhm1	7.19921875	7.3984375	7.37890625	7.41015625	7.43359375	7.1484375	7.31640625	7.18359375	7.328125	7.29296875	7.42578125	7.33203125	7.40625	7.63671875
Plekhm2	7.375	7.4609375	7.390625	7.4296875	7.49609375	7.4296875	7.46484375	7.546875	7.4140625	7.30859375	7.5703125	7.48046875	7.44921875	8.078125
Plekhm3	6.9453125	6.99609375	6.9921875	6.94140625	7.08203125	7.0234375	6.91015625	6.91015625	6.98046875	6.65625	6.75390625	6.8671875	6.953125	7.359375
Plekho1	8.453125	8.0234375	8.109375	8.390625	8.21875	8.3984375	8.4765625	8.5	8.734375	7.85546875	8.359375	8.7265625	8.453125	9.3828125
Plekho2	6.857421875	6.439453125	6.73828125	7.005859375	6.9609375	7.255859375	6.984375	6.845703125	6.802734375	6.458984375	7.05078125	6.96484375	7.080078125	7.328125
Plekhs1	3.958984375	3.90625	3.986328125	3.826171875	3.748046875	3.796875	3.9453125	3.80859375	3.953125	4.015625	4.01953125	4.04296875	4.05078125	4.0390625
Plet1	9.40625	7.77734375	8.015625	8.0078125	8.6328125	7.75	8.2421875	8.3984375	8.9921875	7.17578125	8.4296875	8.3984375	8.421875	9.828125
Plg	4.40625	4.6640625	4.48828125	4.54296875	4.2578125	4.42578125	4.546875	4.515625	4.3359375	4.57421875	4.60546875	4.43359375	4.44140625	4.38671875
Plgrkt	7.39453125	7.59765625	7.50390625	7.375	7.66796875	7.34375	7.53125	7.9609375	7.609375	7.16015625	7.41796875	7.640625	7.4296875	8.2109375
Plin1	6.29296875	6.5390625	6.2890625	6.52734375	6.2265625	6.17578125	6.3671875	6.40234375	6.32421875	6.1484375	6.796875	6.24609375	5.94921875	9.3359375
Plin2	9.5546875	9.390625	9.2890625	9.265625	9.65625	9.4453125	9.78125	9.421875	9.34375	9.15625	9.59375	9.7890625	9.6640625	10.8671875
Plin3	7.96484375	7.6640625	7.734375	7.453125	7.84765625	7.6875	7.88671875	8.1640625	7.6875	8.265625	7.9921875	7.953125	7.98046875	7.75390625
Plin4	6.6171875	6.265625	6.2265625	6.390625	5.875	6.17578125	6.32421875	6.578125	6.50390625	6.5	6.62890625	6.27734375	6.14453125	9.1875
Plin5	5.73046875	5.765625	5.65234375	5.44140625	5.359375	5.66015625	5.65625	5.75390625	5.58203125	5.91015625	5.8359375	5.51953125	5.453125	6.05859375
Plk1	5.63671875	5.4765625	5.43359375	5.5078125	5.61328125	5.47265625	5.47265625	6.21484375	5.35546875	5.609375	5.375	5.8359375	5.3125	6.328125
Plk2	8.3984375	7.81640625	8.375	8.375	8.4140625	9.1328125	8.1796875	7.93359375	8.421875	9.015625	8.2265625	8.7109375	8.2109375	8.0703125
Plk3	7.66796875	8.15625	7.52734375	8.109375	8.3125	7.546875	7.5546875	7.7734375	7.2890625	7.46875	7.81640625	7.73046875	7.71875	8.734375
Plk4	5.703125	5.59375	5.59765625	5.69921875	5.67578125	5.9375	5.79296875	6.37890625	5.94921875	5.703125	5.75390625	5.6796875	5.70703125	6.17578125
Plk5	5.4296875	5.65625	5.51953125	5.56640625	5.38671875	5.41015625	5.625	5.66796875	5.46484375	5.84765625	5.65625	5.54296875	5.56640625	5.31640625
Pllp	5.88671875	5.43359375	5.42578125	4.80078125	5.11328125	5.296875	5.18359375	5.88671875	4.88671875	5.80859375	5.28125	5.41796875	5.1171875	5.34765625
Pln	6.5390625	5.55859375	6.53515625	6.98828125	5.6015625	7.1875	6.12890625	5.51171875	7.99609375	6.3828125	6.01953125	6.89453125	6.47265625	7.3359375
Plod1	8.53125	8.6484375	8.640625	8.484375	8.65625	8.4921875	8.6484375	8.4765625	8.921875	8.4453125	8.8671875	8.7265625	8.65625	8.734375
Plod2	7.0546875	6.7734375	6.6796875	6.78515625	7.5546875	6.7421875	7.36328125	6.48828125	7.4375	5.65234375	7.2421875	6.9453125	7.58984375	7.28125
Plod3	8.296875	8.3046875	8.1328125	8.1796875	8.3515625	8.1328125	8.0390625	8.421875	8.421875	8.0703125	8.2890625	8.2421875	8.4140625	8.4609375
Plp1	7.984375	7.6953125	7.7265625	7.99609375	7.78515625	7.84375	7.859375	7.765625	8.4765625	6.9765625	7.69140625	7.6953125	8.4765625	8.0703125
Plp2	9.942708333333334	9.416666666666666	9.494791666666666	9.4921875	9.908854166666666	9.401041666666666	9.763020833333334	10.088541666666666	9.708333333333334	9.7578125	9.7578125	9.729166666666666	9.809895833333334	9.838541666666666
Plpp1	8.484375	8.5	8.2421875	8.7890625	8.8046875	8.4609375	8.9140625	7.94921875	8.6875	7.75	8.4375	8.5703125	8.9375	8.703125
Plpp2	8.9375	8.8046875	8.640625	8.3359375	8.75	8.734375	8.4375	8.7421875	8.65625	9.0234375	8.6953125	8.6015625	8.8046875	8.6796875
Plpp3	10.015625	10.1171875	9.8515625	10.6796875	10.140625	10.09375	10.5078125	9.9765625	10.1640625	10.1015625	10.3828125	10.140625	10.3046875	10.0625
Plpp4	5.27734375	5.45703125	5.32421875	5.36328125	5.1875	5.359375	5.40234375	5.52734375	5.234375	5.19140625	5.4375	5.328125	5.41015625	5.2421875
Plpp5	10.1171875	10.1328125	10.09375	9.6796875	9.9609375	10.0546875	9.65625	10.234375	10.0078125	10.25	9.6484375	9.828125	9.8984375	9.25
Plpp6	7.93359375	8.0234375	7.796875	7.78515625	7.83984375	7.8984375	7.7109375	8.0703125	7.88671875	7.8515625	7.78515625	7.65625	7.7734375	7.6875
Plpp7	6.33203125	6.703125	6.7109375	6.515625	6.4375	6.63671875	6.46875	6.71875	6.41015625	6.828125	6.703125	6.3984375	6.7109375	6.21484375
Plppr1	6.60546875	7.2421875	7.13671875	6.91015625	7.1953125	6.6796875	6.75	7.35546875	7.015625	7.13671875	6.7734375	6.65625	6.9140625	6.48828125
Plppr2	7.4921875	7.84765625	7.83984375	7.8203125	7.57421875	7.5390625	7.53125	7.55859375	7.66796875	7.4453125	7.6953125	7.484375	7.62890625	7.328125
Plppr3	6.02734375	6.00390625	6.0390625	5.83203125	5.5703125	5.85546875	6.02734375	6.0546875	5.68359375	6.03125	6.27734375	6.01953125	5.671875	5.80078125
Plppr4	7.37109375	7.6796875	7.453125	7.1484375	7.51953125	7.8203125	8.0078125	6.9453125	7.90625	7.52734375	7.08203125	7.44921875	7.87890625	7.5546875
Plppr5	4.125	4.54296875	4.60546875	4.453125	4.60546875	4.203125	4.62890625	4.35546875	4.19921875	4.1796875	4.49609375	4.3046875	4.8515625	4.34765625
Plrg1	7.96875	8.2890625	8.2265625	8.140625	8.2734375	8.0625	7.9609375	8.109375	8.1171875	7.87109375	8.296875	8.078125	8.265625	8.375
Pls1	5.95703125	6.828125	6.6015625	6.453125	6.2578125	6.5	6.33984375	6.578125	6.5234375	7.91015625	6.046875	6.0390625	6.5546875	6.1953125
Pls3	8.6484375	8.328125	8.671875	8.8359375	8.734375	8.609375	8.828125	8.4375	9.3046875	7.7890625	8.53125	8.6953125	8.8515625	8.9921875
Plscr1	8.44140625	8.609375	8.41015625	8.60546875	8.9921875	8.34765625	8.4453125	8.37890625	8.71875	7.8359375	8.38671875	8.28125	8.7421875	8.83203125
Plscr2	7.578125	7.21875	7.0546875	7.66015625	7.953125	7.2265625	7.6015625	6.9140625	7.27734375	6.34765625	7.57421875	7.25390625	7.921875	7.42578125
Plscr3	7.7265625	7.7265625	7.80859375	7.85546875	7.70703125	7.73046875	7.84765625	7.765625	7.8828125	7.7734375	7.78515625	7.78515625	7.8671875	7.9296875
Plscr4	7.875	7.6171875	7.5390625	7.5859375	7.88671875	7.625	8.015625	7.1640625	7.8359375	7.0625	8.1875	7.5390625	8.2890625	7.73828125
Pltp	9.5625	9.1328125	9.515625	9.6953125	9.4296875	9.5625	9.9375	9.4609375	9.3515625	9.7578125	9.9765625	9.734375	9.7890625	9.71875
Plvap	8.59375	8.7890625	8.671875	9.03125	8.65625	8.8046875	8.8125	8.5390625	8.78125	8.59375	8.53125	8.734375	8.9296875	9.3125
Plxdc1	6.62109375	5.953125	6.12890625	6.14453125	5.984375	6.19921875	6.09765625	6.69921875	6.29296875	6.16796875	6.21484375	6.484375	6.421875	6.765625
Plxdc2	10.1328125	10.015625	9.7109375	10.171875	10.4609375	9.890625	10.5390625	9.453125	10.0625	9.078125	10.390625	10.265625	10.4453125	10.5390625
Plxna1	7.703125	7.55078125	7.69921875	7.92578125	7.6484375	7.80859375	7.88671875	7.74609375	7.91796875	7.60546875	7.875	7.8359375	7.875	8.0859375
Plxna2	7.72265625	8.1796875	8.234375	8.1640625	7.9375	8.4296875	7.8671875	7.58984375	8.2578125	8.25	7.73828125	8.015625	7.83984375	7.859375
Plxna3	6.546875	7.0	6.73828125	6.57421875	6.73046875	6.58984375	6.671875	6.51953125	6.79296875	6.73828125	6.85546875	6.58984375	6.703125	6.16796875
Plxna4	8.3515625	8.15625	8.21875	8.53125	8.75	8.296875	8.6171875	7.73828125	8.484375	6.77734375	8.78125	7.98046875	8.9140625	8.09375
Plxnb1	7.55078125	7.5546875	7.3671875	7.62890625	7.6796875	7.68359375	7.5	7.25390625	7.53515625	7.37109375	7.5078125	7.49609375	7.73828125	7.5703125
Plxnb2	9.875	10.0703125	9.9765625	10.2734375	10.015625	10.0	10.0234375	9.5078125	9.953125	9.5625	9.9921875	9.8984375	10.09375	9.8203125
Plxnb3	5.72265625	5.55078125	5.4765625	5.36328125	5.28125	5.33984375	5.46875	5.484375	5.3828125	5.62109375	5.6796875	5.4921875	5.6953125	5.40625
Plxnc1	6.55859375	6.24609375	6.78125	6.3671875	6.44921875	6.5078125	6.6953125	7.65625	7.03125	6.11328125	6.49609375	6.89453125	7.0078125	8.0390625
Plxnd1	8.84375	8.2578125	8.5703125	8.234375	8.2734375	8.6484375	8.515625	8.78125	8.59375	9.0234375	8.671875	9.0234375	8.7421875	8.8125
Pm20d1	5.73046875	5.6796875	5.83203125	4.9765625	5.3125	5.4453125	5.4140625	6.87109375	5.58984375	6.91796875	5.53515625	5.5	5.73828125	5.21875
Pm20d2	6.38671875	6.15625	6.37109375	6.2890625	6.15625	6.29296875	6.26171875	6.4609375	6.09375	6.6640625	6.33984375	6.23828125	6.24609375	5.6953125
Pmaip1	6.8984375	6.6875	6.515625	6.37109375	6.35546875	6.51171875	6.5	7.13671875	6.55078125	6.859375	6.640625	6.90234375	6.57421875	7.46875
Pmch	4.22265625	4.23046875	4.296875	4.26953125	4.23828125	4.20703125	4.25390625	4.31640625	4.1953125	4.1328125	4.4921875	4.28125	4.5625	4.140625
Pmel	5.45703125	5.59765625	5.3203125	5.16015625	5.23046875	5.3359375	5.4140625	4.94921875	5.19140625	5.63671875	5.53515625	5.5	5.37890625	5.41796875
Pmepa1	7.953125	8.0078125	7.921875	8.15625	7.875	7.5625	7.9140625	8.2890625	8.25	7.265625	7.69921875	7.88671875	7.7890625	9.28125
Pmf1	6.5	6.07421875	6.48828125	6.25390625	6.1171875	6.29296875	6.1796875	6.515625	6.125	6.4296875	6.37109375	6.07421875	6.09765625	6.44921875
Pmfbp1	4.25390625	3.970703125	4.1796875	4.10546875	3.94140625	4.078125	4.1640625	4.44921875	4.171875	4.2890625	4.2421875	4.265625	4.23046875	4.1875
Pmis2	4.5546875	4.58984375	4.46875	4.44921875	4.66015625	4.72265625	4.453125	4.7421875	4.58203125	4.48828125	4.55859375	4.46875	4.4140625	4.36328125
