gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
MCF2L2	19.968412	26.423456	20.83842	18.586254	22.815628	20.239012	21.289776	17.588598
MCFD2	9067.8	9967.027	9858.502	8435.848	9065.534	9204.564	11812.804	8678.632
MCHR2	20.261621	27.22928	21.808907	19.159288	23.2016	20.57666	21.339788	18.181833
MCHR2-AS1	19.720018	26.246014	20.885813	18.717379	22.746613	20.23249	21.129162	17.824385
MCIDAS	19.833029	28.033892	22.301609	19.782572	24.088974	21.40153	22.500902	19.15611
MCL1	3116.0693	3864.7378	3733.9763	3529.3335	3409.003	3483.784	5102.6904	3829.7441
MCM10	1116.7648	1513.5791	1437.4194	1231.4	1189.3351	1226.2565	1420.195	1414.8108
MCM2	14485.663	23432.635	14464.526	20480.053	13439.63	21854.053	17356.6	20052.725
MCM3	46499.96	51156.895	46729.652	41314.08	43270.734	46627.703	58120.723	45219.03
MCM3AP	2664.789	3769.1238	2965.4312	3260.2715	2780.287	3593.14	3181.2854	3291.778
MCM3AP-AS1	116.86357	220.36	112.41667	220.61485	132.7854	187.60509	191.0536	167.98755
MCM4	6136.0664	9976.07	7502.46	8478.29	6892.955	9402.817	8893.82	9269.729
MCM5	11061.804	21397.826	14021.902	17653.598	13008.334	19954.607	15737.85	20847.223
MCM6	15613.845	21535.955	16997.375	17946.162	15640.435	20215.11	18864.176	19269.566
MCM7	76921.234	117121.664	91125.96	103927.26	86300.51	108338.99	102485.72	110095.06
MCM8	7160.8486	10046.265	8037.012	9266.021	6658.375	8918.458	8746.997	9134.15
MCM9	341.23264	527.1408	378.08023	503.04663	311.2747	437.82483	377.65634	373.79996
MCMBP	27425.002	23766.488	21384.182	19733.16	20636.648	21971.875	26970.69	21623.957
MCMDC2	134.02803	152.66446	135.43382	108.695305	96.721306	142.89235	146.99109	91.98738
MCOLN1	449.90826	695.7029	462.65323	615.1097	458.07117	661.2054	493.67908	656.3637
MCOLN2	1398.6521	2036.6354	1564.9102	1769.3285	1367.9348	1897.5675	1610.4464	1776.9061
MCOLN3	268.80273	757.8784	279.594	650.2882	260.013	517.50757	271.44937	691.5081
MCPH1-AS1	20.02804	27.63254	22.066029	19.412981	23.24705	20.760979	21.54438	18.365181
MCRIP1	70129.16	107960.234	75170.15	94488.875	70580.74	103304.51	83971.53	90485.97
MCRIP2	22682.06	24151.928	24322.172	20530.314	22727.55	21910.986	25780.416	20152.107
MCRS1	3782.8271	3913.0251	3967.936	3438.2085	3933.937	3591.0266	4291.807	3829.7188
MCTP1	2000.8751	3214.3865	1962.6954	2691.0872	1833.0515	3204.9683	2254.19	2423.9097
MCTS1	80741.97	82102.04	86607.85	67401.85	80649.26	76170.34	101139.97	68718.586
MCTS2	78.315834	107.28798	80.18053	94.29608	75.25677	111.37183	126.66568	120.539764
MCU	392.68262	353.8449	431.4635	295.31796	391.6312	303.46835	460.8834	332.68558
MCUB	3743.677	5412.658	3746.6155	4516.2007	3730.892	5063.0933	4265.726	4328.5786
MCUR1	45501.88	47512.59	44001.418	38754.926	40460.484	44105.324	53623.863	40969.746
MDC1	7724.174	7175.5806	8636.077	5744.2036	7890.995	6485.997	10118.518	6400.6846
MDFI	351.68765	536.0746	454.3651	465.2318	357.0408	594.9569	589.9203	552.9064
MDFIC	102.7705	118.740776	109.54028	100.44231	88.27654	117.241394	104.871796	87.53401
MDGA1	2242.1968	1299.096	2369.369	1173.2012	2356.9048	1088.6292	2658.585	1149.6431
MDH1	88766.805	36921.133	92489.73	30054.705	85891.414	33639.652	106087.62	28143.66
MDH1B	818.8346	1436.4772	903.11664	1259.2877	789.6835	1165.638	1000.9416	1489.0618
MDH2	42631.465	38213.457	43382.145	30197.271	41029.37	33156.89	49421.973	31467.107
MDK	24432.975	23491.104	26989.809	20045.898	26293.436	21225.309	29218.06	21128.578
MDM1	896.37384	923.7529	958.63995	735.1561	863.90466	858.4999	1431.0806	1056.3591
MDM2	851.7996	836.4584	729.74207	712.5129	744.7283	728.5169	895.55	746.9982
MDM4	675.12714	859.8425	780.1248	752.7736	670.7083	820.8463	1121.9421	1087.671
MDN1	224.25728	225.80118	200.06325	348.7141	186.82877	202.88278	227.66498	203.50333
MDP1	5644.568	9840.513	5947.7324	8301.101	5520.313	9092.229	6431.136	8027.6196
ME1	1372.46	2260.475	1775.6403	1860.9985	1162.7758	2045.3591	1379.0697	1932.8966
ME2	3247.0977	3294.288	3377.5127	2833.7642	3230.4775	3056.3857	3478.551	2806.6914
ME3	10166.247	10145.047	11138.18	8717.178	10641.6045	8437.02	10678.339	9706.54
MEA1	32748.467	45010.754	37693.652	39492.652	36164.133	41449.84	42040.06	42065.938
MEAF6	4921.9575	7512.514	5211.7505	6444.4307	5114.05	7048.5024	6179.066	6728.549
MEAK7	8089.4766	10572.498	8913.248	8674.823	7639.737	9279.071	9822.4	8250.704
MECOM	20.777933	29.278059	22.99537	20.548313	24.643702	21.74985	23.02657	19.72833
MECP2	6874.976	7528.821	7236.883	6458.6665	6607.92	7025.769	8324.861	6914.1255
MECR	2269.1675	2305.9194	2427.5222	2077.7375	2321.9573	2214.484	2487.8496	2310.92
MED1	218.62918	206.89352	196.46199	184.60172	219.63622	199.6562	233.62975	173.81044
MED10	1976.5929	1973.9489	2230.4622	1505.7452	1994.5206	1761.9509	2816.0317	2131.8975
MED11	2383.0186	3833.2925	2629.0776	3255.2214	2501.0542	3463.3047	3101.1938	3392.2043
MED12	411.3654	348.0168	419.78384	334.68777	411.87936	337.82922	456.64175	116.819115
MED13	5946.3843	8501.092	6482.251	7433.0093	5585.3115	8243.77	7015.819	7403.6064
MED13L	5045.3457	7396.895	6281.921	6222.194	5631.0063	6966.1357	6818.9614	5739.888
MED14	1929.4625	2815.6445	1989.2314	2233.89	1861.204	2661.613	2179.7498	2183.1687
MED15	1088.5709	1716.5061	1233.8501	1489.2468	1187.9153	1843.5142	1357.543	1658.1932
MED16	534.0663	1002.8497	571.8132	858.17365	523.30475	997.9613	651.71216	1039.9111
MED17	1323.6045	2380.1108	1327.2484	2006.0945	1101.3125	2179.499	1548.3323	2046.671
MED18	1578.7552	1711.29	1832.2896	1744.6288	1751.8401	1617.9895	2097.8137	1574.2554
MED19	12271.192	13109.428	14348.856	11259.652	13180.741	12242.502	16737.219	12392.285
MED20	2333.8677	2378.862	2308.6511	2086.891	2282.5974	2175.5305	3056.4727	2489.7102
MED21	3108.439	4493.456	3143.3367	3760.2346	2968.83	4359.2285	3758.356	3840.8232
MED22	714.28937	999.3714	954.22186	829.55273	830.3603	848.23553	951.4436	1116.3441
MED23	500.6882	761.96643	522.2059	665.6241	480.71487	677.3703	527.43225	672.86694
MED24	2004.4601	2337.6104	2026.4667	2008.8746	2017.4581	2131.7651	2182.7112	2136.878
MED25	6239.006	9810.091	7120.9897	8460.286	6297.121	8632.213	8321.786	8917.338
MED26	3910.6228	5222.8555	3989.2627	3909.7131	3626.341	4463.1216	5164.342	4526.907
MED27	1321.1823	1025.7479	1192.1167	857.53906	1170.2239	969.24603	1357.4999	937.996
MED28	65.146774	66.8308	62.95174	66.1976	62.077168	76.75566	76.12364	69.04213
MED29	6168.602	7685.5474	5738.7686	6267.159	5555.7793	7167.744	6074.3037	6734.1333
MED30	782.62164	797.07135	790.58075	635.19684	731.9659	746.4774	788.0377	586.57306
MED31	54.188126	71.78219	60.918507	80.93422	44.806683	82.94431	70.620285	78.81961
MED4	6428.267	10219.861	6665.7515	8294.31	5717.9194	9502.574	7254.4463	9421.289
MED6	906.6266	1279.4053	980.56244	1175.7632	876.60815	1275.31	1095.1511	1216.2598
MED7	1576.7736	1911.671	1628.2317	1584.3369	1483.6353	1825.3672	1906.2638	1877.1827
MED8	5372.6226	7703.207	5555.3604	6652.625	5178.6724	7145.8115	6852.7207	7874.7163
MED9	2079.7288	3448.0728	2437.7576	2665.0198	2088.1165	3059.1792	3022.3794	3525.8777
MEDAG	37.67611	96.08138	52.557774	78.105	36.091705	96.63777	39.62508	66.87875
MEF2A	1786.2037	3342.955	1983.9943	2770.2612	1788.1508	3179.7358	2195.917	2702.1443
MEF2B	3421.5327	2184.1633	3867.0686	1900.2324	3414.2554	2014.798	4084.22	2191.7522
MEF2C	678.179	895.83594	696.09985	714.0845	674.7363	853.59033	919.68225	865.5612
MEF2D	3461.1328	3853.4395	4419.212	3975.6313	3639.0032	3802.616	4253.9165	3836.7708
MEFV	402.82352	393.26813	392.96228	380.31088	428.81488	417.5797	367.53433	367.40558
MEG3	43834.285	135533.34	59956.984	118263.74	53820.03	106746.05	57340.324	150814.89
MEG8	567.4246	856.2895	708.1643	910.1833	557.86365	726.7675	634.08514	761.3094
MEGF11	624.1465	621.323	610.8321	486.0674	633.4295	612.5935	669.95276	471.77374
MEGF6	762.12964	931.8411	971.644	847.31476	813.59454	788.85754	881.85583	902.524
MEGF8	3704.9858	6078.2847	3872.3433	5738.3857	3495.484	5398.101	3888.5728	4972.983
MEGF9	247.43132	404.79587	307.9269	285.47845	275.92993	348.63068	239.09634	299.37463
MEIG1	66.64981	147.2639	84.25781	102.2972	75.524536	197.69022	131.24568	101.11011
MEIS1	112.2303	163.39241	137.94463	179.3469	154.3762	164.63582	69.09641	146.45543
MEIS2	1070.8339	1482.7263	1154.7666	1202.8481	1058.3015	1325.3013	1418.9338	1115.0535
MEIS3	135.1644	53.142242	70.38516	190.15977	30.690428	63.37248	89.05852	109.19077
MELK	15998.03	17498.701	16187.65	13834.852	14275.779	15214.798	17256.668	15385.764
MELTF	402.37323	1474.6525	482.9776	1019.70123	483.26086	1326.2653	568.16364	1208.9838
MEMO1	7223.5625	11752.526	7791.1206	9788.268	6986.7544	10854.229	9449.669	9573.645
MEN1	2497.649	2799.5647	2682.5193	2409.2563	2551.5745	2473.5405	2659.2495	2506.9268
MEOX2	19.82287	26.161848	20.984762	18.42491	22.30001	19.768467	20.48426	17.36677
MEPCE	1722.7753	1304.206	1358.1749	1243.7628	1640.4158	1182.0068	1539.4249	1334.6256
MERTK	721.7515	830.1095	817.94415	732.20544	762.58215	804.77997	967.7569	733.79767
MESD	950.70233	1769.7788	1035.8694	1487.88	987.8739	1629.471	1159.4409	1648.9655
MESP1	1512.204	2494.6887	1760.3036	2132.5967	1652.6648	2319.3677	2006.869	2036.8602
MESP2	1459.162	1292.0656	1340.6772	1139.2764	1405.218	1231.6923	1559.3453	1039.2672
MEST	1457.1051	2886.7446	1797.2887	2308.796	1651.6797	2666.8965	1876.55	2387.7239
MET	27037.451	31165.06	31440.992	24870.617	28579.223	29531.969	35329.773	24988.576
METAP1	12017.703	12328.1875	12180.958	10077.406	11019.4375	11014.77	12514.449	10615.152
METAP1D	448.94363	561.13385	496.10416	450.6357	434.3136	487.1878	526.2388	494.90762
METAP2	58018.54	65044.59	62648.023	52250.656	59371.54	61049.98	73013.05	56694.613
METRN	172567.47	286861.22	184769.5	253825.56	174476.12	280216.03	210382.8	247593.84
METRNL	4843.924	5209.5493	5487.779	4414.3477	5011.087	4875.583	6390.906	4590.4233
METTL1	7153.0522	7480.8877	7411.8623	6442.8975	6802.596	6817.01	8510.605	7707.699
METTL13	17285.176	19783.902	19225.2	17251.74	17053.85	18652.672	21951.145	17261.916
METTL14	396.36685	554.23724	388.35764	515.96497	356.26068	497.81567	446.08273	491.109
METTL15	1448.7646	1996.6721	1508.6276	1832.4409	1346.5873	1886.5287	1743.2777	1693.8612
METTL16	7653.789	6797.557	7998.2856	5782.668	7429.767	6470.7	10235.039	6653.7246
METTL17	2882.7783	3616.4495	3283.0942	3100.208	3142.2253	3211.0415	3546.1104	3481.9397
METTL18	381.85507	441.06085	357.63748	392.0044	352.20483	442.12604	419.51172	430.45502
METTL21A	3892.9526	8486.69	4311.564	7458.8403	3867.4495	8565.504	5188.297	8583.279
METTL22	2961.1255	3301.8857	3061.8174	2705.238	3030.534	3003.693	3787.296	3033.5222
METTL23	3810.3381	5730.668	3876.7048	5214.4214	3699.4402	5197.871	4014.8845	4939.1113
METTL24	19.61835	26.880142	21.301102	19.067226	22.892548	20.329594	21.34297	18.285328
METTL25	587.6252	672.3516	608.11304	573.71	552.4986	658.02454	616.75055	502.13666
METTL25B	2765.9226	4665.474	2588.766	4139.9404	2470.9812	4164.751	3013.3623	4055.8198
METTL26	24105.37	33180.023	24984.861	28824.6	23731.871	31339.275	28231.104	30983.988
METTL27	315.43625	565.7108	350.2819	517.31226	355.28046	567.72363	386.95157	568.4819
METTL2A	854.9496	958.922	869.26764	817.18427	800.539	919.5467	1002.14984	942.7376
METTL2B	2327.9434	3060.933	2652.6936	2883.9695	2433.33	2935.1926	3162.7957	2860.1394
METTL3	7390.3994	10069.948	8590.0625	8676.578	7408.174	8743.453	9138.275	9146.192
METTL4	707.4349	1027.0072	725.81305	821.43524	690.37085	928.31885	820.9212	862.84827
METTL5	26043.924	23940.297	27258.633	19962.564	26035.334	22224.16	30949.537	19205.41
METTL6	1806.1389	1980.6174	1799.8151	1702.2292	1771.5475	1795.9193	2090.9275	1816.8478
METTL7B	36.45456	84.72386	30.879845	69.858734	30.02294	85.85317	46.75943	60.32371
METTL8	3544.9011	3723.1045	3562.4724	2948.412	3515.5747	3610.953	2614.435	3363.5317
METTL9	295.68872	381.2011	308.1161	335.48917	262.4577	407.64844	301.87097	360.34204
MEX3A	2007.2578	1829.8433	1910.4305	1593.5737	1796.488	1541.0814	2129.254	1406.4252
MEX3B	212.04353	507.6163	208.09946	388.56976	205.12152	441.71442	224.91518	402.3554
MEX3C	4989.9614	6256.79	5773.417	5058.035	5030.5557	5653.4067	6225.6084	5633.72
MEX3D	7426.5166	6481.5522	8793.452	7878.7046	6875.267	7039.0737	6847.391	7347.698
MFAP1	7789.0713	12741.623	8791.789	11124.155	8137.112	11672.493	10117.087	11286.547
MFAP2	2566.3928	2959.6736	2717.2693	2556.731	2657.053	2714.3467	3023.6584	2952.623
MFAP3	800.176	1220.4647	837.78424	1013.84705	736.49133	1209.3052	898.8945	1058.3435
MFAP3L	208.61299	290.87253	255.22224	236.44507	260.34064	179.16057	282.40982	77.3504
MFAP5	113.9075	112.3429	95.428406	97.351875	115.54719	127.77107	134.43172	121.5232
MFF	47526.19	58640.28	46015.76	46721.25	40799.67	53175.46	50804.06	47945.207
MFGE8	7904.203	6755.4497	8113.8545	6199.3013	7997.7515	6465.0737	9369.09	6983.9146
MFHAS1	61.396458	76.48151	72.44851	71.26455	54.437077	81.29465	66.44451	83.6048
MFN1	1966.7527	1605.4581	1929.8389	1423.9222	1832.7389	1535.3771	2048.0283	1330.745
MFN2	43999.473	35266.703	49322.105	30235.023	44703.17	33603.203	52163.38	31996.652
MFNG	340.90955	512.1053	407.71393	479.04153	392.888	437.60782	452.86673	492.93524
MFSD1	7261.965	14152.935	7894.6055	11224.265	7130.99	12857.436	9072.488	11850.541
MFSD10	1657.0438	2280.1726	1880.4231	2045.9797	1733.2465	2095.2734	2238.752	2330.5608
MFSD11	2914.478	3259.5818	2965.0234	2636.1414	2805.3206	3063.7185	3641.6238	3382.2896
MFSD12	3073.4368	4937.3877	3143.9248	4267.184	2834.6296	4510.1772	3322.9521	4594.7954
MFSD13A	3171.8992	5088.614	3801.5276	4080.0132	3454.5063	4724.6343	3942.7678	4572.238
MFSD14A	2664.8928	4869.978	2902.287	4027.1086	2693.9133	4293.722	3388.251	3915.403
MFSD14B	2035.4105	3361.8335	2286.2095	2944.0088	2067.4963	3118.7668	2464.9841	3190.1257
MFSD2A	242.3574	366.1947	292.4989	289.47266	274.14075	360.93137	406.25766	319.46146
MFSD3	686.60156	902.6189	764.5047	739.3297	691.3952	784.5895	793.25476	762.5998
MFSD4B	1378.5537	2055.568	1534.0146	1717.2926	1336.1473	1943.3317	2059.7903	1796.7137
MFSD5	6728.58	8630.986	7123.1553	7227.6895	6544.1587	7810.257	7466.995	7297.6953
MFSD6	873.9773	704.2402	909.7592	547.3845	845.76636	659.248	1015.01117	514.4369
MFSD6L	19.692741	27.40969	21.759542	19.407059	23.646109	21.0007	22.041983	18.569693
MFSD8	362.56293	491.26746	331.22327	445.76437	336.80063	493.02713	362.9233	405.92264
MFSD9	1156.9932	1695.9205	1117.2758	1596.3076	1024.4868	1541.222	1144.468	1423.1731
MGA	3655.702	5310.057	4291.5063	4488.222	3627.7676	4860.555	4616.3286	4482.4854
MGARP	237.21672	396.65515	250.85466	328.413	236.05019	373.49393	262.423	308.95413
MGAT1	14255.495	19960.65	14921.191	16261.448	13498.928	18260.998	16176.098	19054.498
MGAT2	5053.988	4678.476	5463.076	3691.6497	4827.947	4244.223	6132.725	3962.3767
MGAT3	70.740524	90.87597	68.88681	72.0712	66.805405	81.26907	60.15533	39.269287
MGAT4A	21.224604	42.01534	35.387497	33.81856	42.27306	45.47469	50.19427	44.532997
MGAT4D	20.008455	26.31694	21.039244	18.554258	22.547848	19.943138	20.80358	17.39846
MGAT5	6636.0312	7621.543	7143.611	6418.5566	6157.3374	7227.5796	7464.6113	5974.453
MGAT5B	6199.6084	12888.64	6694.9766	10435.891	6417.063	11677.533	6439.7847	11039.735
MGC15885	19.633762	29.48276	23.151968	20.46479	24.13408	21.763737	23.022696	19.590254
MGC16025	68.555916	79.884926	60.95631	75.525734	81.963554	74.30097	70.39682	58.698463
MGC16275	39.472614	99.64538	44.124443	77.832794	60.714943	78.44933	54.93427	86.14808
MGC34796	292.71805	268.94937	247.94511	227.60185	237.51915	257.95078	553.897	207.96951
MGC4859	519.7284	644.77075	535.5415	601.18317	564.1905	619.5373	581.6985	619.3837
MGC70870	3905.0562	3268.2856	3633.0447	2758.6772	3597.739	2906.1785	4189.264	2542.9414
MGLL	4091.0183	2820.6147	3996.3838	2397.7058	3911.6958	2790.0356	5051.917	2678.7166
MGME1	12748.557	16108.68	13739.885	13400.588	12668.715	14406.165	15071.035	12849.763
MGMT	7099.8574	7436.538	8062.405	6274.982	7283.57	6857.991	8138.484	6368.146
MGP	44.28061	75.60631	37.621456	66.773224	40.950962	76.334	59.945618	67.65123
MGRN1	14362.218	21474.303	15268.842	16809.521	14050.136	18964.639	17800.45	18489.314
MGST1	2978.8657	5482.815	3085.0227	4361.944	2745.8708	5141.516	3506.4001	4548.88
MGST2	1656.815	5370.414	1838.3033	4326.207	1682.1729	4822.078	2129.5706	4170.6577
MGST3	51412.168	93350.26	56100.254	74791.766	52850.223	87105.76	64927.703	77721.75
MIA	621.7655	1021.20215	637.73676	886.24225	555.5497	941.28986	685.0185	854.5518
MIA2	497.6558	798.3918	553.8992	677.8563	503.3653	720.49927	629.1484	811.57916
MIA3	4329.7373	7386.878	4592.1777	6183.1436	4339.692	6764.579	5375.5005	6420.0713
MIB1	982.68884	1539.0698	1073.0248	1266.6848	1010.39075	1407.8018	1072.5737	1150.4496
MIB2	1431.8319	1596.4089	1444.7699	1527.2567	1383.4258	1488.7861	1650.9833	1746.2211
MICA	14363.3	16103.261	16811.422	14049.773	16525.281	14935.154	18461.018	14656.688
MICAL1	3558.5984	4847.0054	3906.866	4079.7163	3573.0217	4462.1245	4296.7036	4837.8984
MICAL2	688.384	657.16296	725.3536	592.4617	694.9982	669.3742	826.345	653.7941
MICAL3	1028.1599	952.9807	1157.6549	833.927	1094.3052	851.82043	1193.8848	920.0252
MICALL1	458.94315	421.56747	441.90308	424.71365	420.26892	424.6446	508.21664	441.73633
MICALL2	8814.694	16897.11	11369.727	15034.974	9670.202	14940.822	10210.975	15256.563
MICB	35137.715	50478.875	39928.348	40513.715	36838.098	48121.746	45586.45	41812.41
MICOS10	119532.74	143092.34	130882.91	120286.71	121103.21	131640.58	151014.8	124622.586
MICOS10-NBL1	88525.85	227708.6	93799.71	192756.42	86502.46	208680	105731.68	185843.03
MICOS13	29369.314	31574.854	30536.998	27316.426	29579.326	29170.143	33946.133	29197.922
MICU1	2020.1725	3014.504	2167.6826	2526.9438	1902.9954	2703.8774	2318.2793	2777.2634
MICU2	9488.301	11708.482	9477.82	9682.669	8585.742	10973.889	10579.014	9834.875
MICU3	116.649124	322.80035	122.496796	276.0226	118.7312	320.93695	144.08553	307.39713
MID1	188.46205	283.96185	259.42807	305.06113	239.05138	277.6546	203.09157	274.49634
MID1IP1	5300.7393	5742.7456	5988.5254	4672.0107	5692.1357	5141.112	6066.788	4903.2104
MID2	2495.581	3475.9214	2947.9443	2897.1423	2529.7432	3192.6807	3514.1226	3064.3464
MIDEAS	1533.9669	2107.2395	1478.815	1889.5415	1464.0769	2058.802	1829.6123	1967.1428
MIDN	7430.1943	12350.806	8536.812	9968.886	7712.0566	11135.831	8581.299	9335.822
MIEF1	7402.902	7253.8325	8339.953	5998.3984	7389.779	6796.4155	10421.311	6285.032
MIEF2	879.88367	1110.0995	868.2535	998.154	755.03314	1088.1399	1053.3224	1004.3125
MIEN1	34883.258	47291.9	34269.29	40376.375	31883.295	42895.293	39506.934	44353.02
MIER1	3687.6887	6917.0234	3842.1006	6421.9688	3567.9377	6412.848	4403.998	5982.6616
MIER2	5097.4175	4548.411	5516.745	3951.7698	5519.4883	4151.137	7110.778	4809.0615
MIER3	2606.9624	4190.8765	2686.0059	3253.5886	2547.24	3801.2185	3052.2024	3441.128
MIF	310080.4	369717.84	331162.8	330183.53	313151.28	357382.9	345040.03	324727.56
MIF-AS1	2440.91	3190.3516	2798.1216	2984.7473	2536.394	3052.372	2862.8613	2931.2234
MIF4GD	894.54004	1435.2395	856.9129	1342.5201	902.4226	1408.823	996.5282	1402.0317
MIGA1	2337.6257	866.53674	2968.067	722.2756	2394.0632	786.0482	2676.483	742.4328
MIGA2	312.36838	529.5945	326.1375	491.02234	328.6158	511.53485	377.97153	548.4254
MIIP	31897.42	26832.994	32688.773	23458.502	29585.057	24344.547	34454.344	22237.666
MINAR1	148.75531	53.47394	158.7043	69.08534	160.95015	68.11745	211.09245	74.0971
MINDY1	3337.0688	12431.38	3510.1501	10185.257	3444.6555	11225.104	4391.4336	9950.826
MINDY2	450.94443	847.8156	511.1012	766.96216	431.14844	763.99695	459.68097	627.655
MINDY3	1862.9877	2229.8503	2075.0774	1740.3658	1795.3057	1938.4434	2261.8293	1793.4423
MINDY4	790.0636	1281.4434	861.1064	1014.72003	698.02594	1339.1998	1141.9138	1252.2328
MINK1	129.90582	204.79825	123.51734	178.53297	123.55278	171.91833	135.13701	191.37599
MINPP1	567.272	810.5004	557.38556	694.75385	576.80884	736.1871	610.54584	651.922
MIOS	7628.307	9098.151	7751.8774	7561.0894	6553.254	8343.885	8070.4937	8563.755
MIOX	423.50815	483.23438	499.89716	366.00037	414.74567	423.83246	466.98404	368.93665
MIPEP	3152.4758	3781.7295	3076.7542	3328.3315	2780.083	3515.9836	3103.3533	3369.576
MIPOL1	313.74744	342.5656	295.1956	325.45267	274.32474	337.57138	357.67273	284.66003
MIR100HG	2565.2869	2035.8398	2664.146	1692.1143	2585.5356	1854.6285	3482.766	2127.4292
MIR124-2HG	184.54462	206.06442	184.71085	205.57864	146.25081	160.70946	189.18463	275.49725
MIR155HG	117.424164	84.14935	144.529	65.73188	130.13951	73.96971	199.12463	79.15851
MIR17HG	62.865555	64.21844	69.96808	51.18819	67.81546	78.998474	125.68266	91.37495
MIR181A1HG	21.52024	114.63954	23.561836	89.41419	25.339024	93.85784	47.164	130.81247
MIR1915HG	3818.7778	6704.1704	4101.899	5181.8364	3839.6987	5850.3765	4624.969	5803.2046
MIR193BHG	65.46459	76.45631	45.824215	53.55865	46.953342	76.8278	84.58346	84.40004
MIR22HG	2405.507	2243.7908	2378.8887	1069.4728	2160.8826	2031.3795	2581.6433	1112.5619
MIR23AHG	750.3184	745.02124	811.3715	778.01074	904.4417	810.1662	853.24	712.7004
MIR31HG	874.2853	1251.014	1067.0908	840.38007	1048.651	949.64276	1342.7145	866.6765
MIR3667HG	19.989729	25.456453	20.457912	18.04262	22.014627	21.364262	20.29249	17.01009
MIR4435-2HG	11918.456	13049.623	11276.509	12302.901	10616.591	11974.019	15051.72	11839.422
MIR4453HG	19.58211	63.048794	29.147373	27.578962	259.71393	21.77083	62.033173	36.379536
MIR4500HG	113.7355	83.313995	146.61942	46.17235	116.80109	44.40018	119.36647	48.94314
MIR503HG	1546.6434	3478.9375	1787.392	3000.7876	1460.401	2907.7908	1735.6129	3367.5208
MIR570HG	20.151445	27.092022	21.703712	19.041021	23.033215	20.457981	21.20755	20.866535
MIR600HG	110.51931	155.55614	110.2055	114.42521	67.58385	106.9088	77.12935	97.78442
MIR646HG	392.00778	418.02243	393.9027	397.74164	426.21863	450.17957	426.5966	359.13116
MIR7-3HG	44.24857	31.043816	34.61401	45.917652	54.7285	48.598488	59.43581	41.32259
MIR9-3HG	296.70667	333.1059	303.05862	332.08377	281.05328	299.03482	286.24487	261.6631
MIR99AHG	19.88985	26.844078	21.444113	18.89854	22.766026	20.21558	21.0041	17.765675
MIRLET7BHG	1020.2919	1591.3358	1254.168	1541.5083	933.9687	1334.7137	1227.3903	1693.7224
MIS12	2067.8777	2780.6914	2086.2898	2352.666	1985.9901	2623.7634	2709.474	2710.9182
MIS18A	6754.0835	7493.3745	6506.932	6441.296	6709.291	6620.201	8524.124	6614.751
MIS18BP1	682.4093	855.47815	729.72955	717.56616	639.71826	772.59155	832.128	819.16486
MISP	844.63165	823.1088	901.7392	693.94745	806.76776	730.04944	903.4904	712.9708
MISP3	1652.0488	1656.136	1720.0045	1580.6663	1471.0142	1431.6378	1454.3058	1438.8588
MITD1	12069.906	10477.786	12469.684	8892.098	11373.425	9369.238	15060.199	9536.764
MITF	5302.94	4951.9067	5278.6436	4092.9119	4911.301	4657.826	5963.141	3825.8804
MIX23	2518.8037	2287.5383	2416.5981	2073.9653	2471.2507	2319.814	3166.4062	2126.2412
MIXL1	19.613033	26.172953	20.889942	18.709108	22.726082	20.193335	21.087538	17.920902
MKI67	2396.8516	2604.7764	2591.9802	2527.0105	2246.8958	2202.8289	2562.0535	2322.7263
MKKS	21418.305	16631.836	21100.719	21946.457	19940.855	24605.785	22824.992	21569.479
MKLN1	2647.643	3875.9106	3165.1045	3284.184	2954.679	3622.2705	3860.9817	3461.3662
MKNK1	999.85114	1382.2604	1098.0667	1138.4987	999.80225	1183.4094	1193.2552	1270.3912
MKNK2	36292.402	27432.254	41585.582	22845.326	35863.625	24879.76	42425.96	19355.19
MKRN1	12348.422	17986.28	13679.637	14833.763	11369.103	15820.689	14085.129	15827.081
MKRN2	2023.0295	1970.8783	1967.4835	1628.7247	1863.1711	1836.6089	2483.9731	1902.7727
MKRN3	168.23108	219.5523	175.4051	218.89613	154.22836	179.75032	251.71426	299.7493
MKRN7P	157.1751	188.07146	177.25104	180.4664	144.87263	208.88919	173.58379	185.85541
MKS1	157.9294	167.11821	191.35619	129.11055	182.46556	177.7614	163.74603	131.32222
MLEC	1515.4452	1319.067	1568.901	1081.742	1462.2644	1139.9943	1607.9679	1282.3628
MLF1	5482.2964	8903.673	5590.49	7498.3296	5126.4106	8414.145	6538.4077	8000.1787
MLF2	7456.6514	9064.126	8690.39	7902.74	8120.476	8314.577	10341.568	9216.028
MLH1	20709.951	27245.193	20718.605	22237.312	18413.389	24975.035	23283.156	22582.824
MLH3	389.66113	540.83057	455.55063	442.8002	360.38586	492.32855	499.88623	502.39896
MLKL	3258.7676	4541.591	3081.4702	3891.44	2978.336	4219.561	3422.856	3708.0093
MLLT1	14952.126	12269.684	16017.532	10272.732	14724.033	11230.736	19331.342	11036.336
MLLT10	1351.2427	1038.9299	1332.6641	903.39307	1244.206	1004.61725	1355.2942	867.2829
MLLT11	4492.963	11209.361	4956.308	8823.766	4432.7373	10163.593	6045.522	10737.18
MLLT6	1776.225	2699.2576	2326.628	2440.163	1952.9954	2534.9543	2153.0605	2631.7312
